,Title,Author,Release date,Price $
490,Made in Heaven,J.N. Chaney,05-12-23,20
491,Fourth Wing,Rebecca Yarros,05-02-23,38
492,Queen Charlotte,Julia Quinn,05-09-23,31
493,"Poverty, by America",Matthew Desmond,03-21-23,32
494,The Monk,Tim Sullivan,04-27-23,17
495,Resurgence,Mark Tufo,08-08-23,35
496,"Honey, Baby, Mine",Laura Dern,04-25-23,29
497,The Awe of God,John Bevere,02-21-23,25
498,Lords of Uncreation,Adrian Tchaikovsky,05-02-23,51
499,For You,Jodi Ellen Malpas,04-24-23,25
