,Title,Author,Release date,Price $
1678,Bomb,Steve Sheinkin,01-08-13,18
1679,Amelia Bedelia Audio Collection,Peggy Parish,09-09-05,11
1680,Aru Shah and the End of Time,Roshani Chokshi,03-27-18,32
1681,Sideways Stories from Wayside School,Louis Sachar,09-16-08,20
1682,Misty of Chincoteague,Marguerite Henry,01-23-09,7
1683,Bridge to Terabithia,Katherine Paterson,08-18-09,8
1684,The Empty Grave,Jonathan Stroud,09-12-17,38
1685,The Creeping Shadow,Jonathan Stroud,09-13-16,26
1686,City Spies,James Ponti,03-10-20,14
1687,The Golden Frog Games,Claribel A. Ortega,05-02-23,20
1688,How to Eat Fried Worms,Thomas Rockwell,07-20-12,6
1689,On the Banks of Plum Creek,Laura Ingalls Wilder,02-07-17,25
1690,Tales of a Fourth Grade Nothing,Judy Blume,03-08-07,13
1691,Mrs. Piggle-Wiggle,Betty MacDonald,12-29-02,12
1692,Dragons Love Tacos,Adam Rubin,05-14-19,5
1693,The Darkest Hour,Erin Hunter,10-10-17,24
1694,The Secret Zoo,Bryan Chick,06-01-10,21
1695,Rising Storm,Erin Hunter,10-10-17,29
1696,Llama Llama Red Pajama and 19 Other Favorites,Anna Dewdney,05-01-18,9
1697,The Castle in the Attic,Elizabeth Winthrop,09-14-10,13
1698,The Inquisitor's Tale,Adam Gidwitz,09-27-16,24
1699,El principito [The Little Prince],Antoine de Saint-Exupéry,04-30-14,6
1700,Children’s Short Story Collection,Wilhelm Grimm,02-27-19,6
1701,The World's Worst Teachers,David Walliams,06-27-19,11
1702,Talons of Power,Tui T. Sutherland,01-01-17,15
1703,Darkness of Dragons,Tui T. Sutherland,08-01-17,17
1704,A Wolf Called Wander,Rosanne Parry,05-07-19,22
1705,The Night Diary,Veera Hiranandani,03-06-18,17
1706,"Everything, Everything",Nicola Yoon,09-01-15,18
1707,The Swifts: A Dictionary of Scoundrels,Beth Lincoln,02-07-23,35
1708,Mystery in Rocky Mountain National Park,Aaron Johnson,10-25-22,13
1709,Allies,Alan Gratz,10-15-19,13
1710,Lion Down,Stuart Gibbs,02-26-19,17
1711,When You Reach Me,Rebecca Stead,07-14-09,13
1712,Fever 1793,Laurie Halse Anderson,02-20-18,15
1713,Curse of the Shadow Dragon,Tracey West,03-07-23,5
1714,A Dangerous Path,Erin Hunter,10-10-17,29
1715,The Necromancer,Michael Scott,05-25-10,31
1716,The Sight,Erin Hunter,12-03-19,26
1717,The Brightest Night,Tui T. Sutherland,08-29-16,15
1718,Winter Turning,Tui T. Sutherland,01-01-17,15
1719,Woods Runner,Gary Paulsen,12-08-09,18
1720,James and the Giant Peach,Roald Dahl,06-14-22,13
1721,Three Tales of My Father's Dragon,Ruth Stiles Gannett,08-16-16,18
1722,Middle School: The Worst Years of My Life,James Patterson,06-27-11,14
1723,The Wizards of Once,Cressida Cowell,10-03-17,28
1724,Into the Wild,Erin Hunter,10-10-17,18
1725,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,08-04-09,2
1726,The Mysterious Benedict Society,Trenton Lee Stewart,06-03-22,21
1727,Things Not Seen,Andrew Clements,12-26-04,18
1728,The Secret Keepers,Trenton Lee Stewart,09-27-16,28
1729,House Arrest,K.A. Holt,02-12-19,14
1730,Wicked Lovely,Melissa Marr,04-29-08,26
1731,Sweet Home Alaska,Carole Estby Dagg,02-02-16,22
1732,Prince Lander and the Dragon War,S. D. Smith,03-25-22,17
1733,The Sorceress,Michael Scott,05-26-09,24
1734,Lady Smoke,Laura Sebastian,02-05-19,26
1735,A World Without Heroes,Brandon Mull,03-15-11,18
1736,Winter,Marissa Meyer,11-10-15,35
1737,Wolf Hollow,Lauren Wolk,05-03-16,15
1738,The Endless Steppe,Esther Hautzig,10-28-08,28
1739,The View from Saturday,E. L. Konigsburg,11-24-09,9
1740,Dork Diaries 10,Rachel Renée Russell,10-20-15,9
1741,The Face on the Milk Carton,Caroline B. Cooney,10-29-13,21
1742,The Young Elites,Marie Lu,10-09-14,23
1743,Under the Blood-Red Sun,Graham Salisbury,09-09-14,17
1744,The Thing About Jellyfish,Ali Benjamin,09-22-15,18
1745,A Boy Called Bat,Elana K. Arnold,03-14-17,14
1746,The Yearling,Marjorie Kinnan Rawlings,04-24-12,31
1747,Ella Enchanted,Gail Carson Levine,10-31-03,14
1748,Frindle,Andrew Clements,06-23-09,8
1749,Summer According to Humphrey,Betty G. Birney,02-04-10,14
1750,Swallows and Amazons,Arthur Ransome,09-18-08,17
1751,The Boy Who Harnessed the Wind: Young Readers Edition,William Kamkwamba,02-05-15,22
1752,Judy Blume: Collection #1,Judy Blume,08-23-06,7
1753,Whale Done,Stuart Gibbs,02-21-23,19
1754,As Brave as You,Jason Reynolds,05-03-16,15
1755,Hattie Big Sky,Kirby Larson,04-02-07,17
1756,The Lorax,Dr. Seuss,01-01-06,3
1757,The Sword of Summer,Rick Riordan,10-06-15,26
1758,The Lion King,Elizabeth Rudnick,06-18-19,13
1759,The Lord of Opium,Nancy Farmer,09-03-13,28
1760,The Superteacher Project,Gordon Korman,01-10-23,32
1761,Spy School Goes North,Stuart Gibbs,10-03-23,17
1762,The Ogress and the Orphans,Kelly Barnhill,07-26-22,22
1763,The Crossover,Kwame Alexander,12-13-22,32
1764,A Brief History of Black Holes,Dr Becky Smethurst,09-01-22,14
1765,Gone-Away Lake,Elizabeth Enright,06-19-03,16
1766,The Scandalous Sisterhood of Prickwillow Place,Julie Berry,09-23-14,24
1767,Grenade,Alan Gratz,10-09-18,13
1768,The Black Stallion,Walter Farley,08-26-10,21
1769,The Running Dream,Wendelin Van Draanen,01-11-11,16
1770,A Tale Dark & Grimm,Adam Gidwitz,10-15-19,14
1771,Shadow Jumper,J M Forster,08-02-17,13
1772,The Hidden Kingdom,Tui T. Sutherland,07-01-16,15
1773,Dawn,Erin Hunter,06-04-19,29
1774,Escaping Gravity,Lori Garver,06-14-22,29
1775,The Amber Spyglass,Philip Pullman,10-23-03,38
1776,Adventures with Waffles,Maria Parr,05-12-15,18
1777,Dark River,Erin Hunter,12-03-19,24
1778,Double Trouble,John R. Erickson,04-18-23,14
1779,Big Nate Audio Collection: Books 1-4,Lincoln Peirce,08-13-19,25
1780,Life as We Knew It,Susan Beth Pfeffer,09-11-06,32
1781,Finally Seen,Kelly Yang,02-28-23,17
1782,Running Out of Time,Margaret Peterson Haddix,06-08-10,15
1783,Half Magic,Edward Eager,09-09-08,12
1784,The Circuit,Francisco Jiménez,02-06-01,9
1785,War Horse,Michael Morpurgo,09-01-10,12
1786,Wishtree,Katherine Applegate,09-26-17,14
1787,Refugee,Alan Gratz,08-01-17,15
1788,Mike's Mystery,Gertrude Chandler Warner,01-01-12,9
1789,Mysteries According to Humphrey,Betty Birney,01-20-15,13
1790,Tales from a Not-So-Secret Crush Catastrophe,Rachel Renée Russell,10-17-17,10
1791,Squire,Tamora Pierce,05-12-09,21
1792,Adoniram Judson: Bound for Burma,Janet Benge,04-03-23,17
1793,Song for a Whale,Lynne Kelly,02-05-19,18
1794,Mrs. Frisby and the Rats of NIMH,Robert O’Brien,05-22-12,21
1795,The Miraculous Journey of Edward Tulane,Kate DiCamillo,01-01-06,15
1796,A Single Shard,Linda Sue Park,11-07-03,12
1797,The Red Umbrella,Christina Diaz Gonzalez,11-11-16,12
1798,"Harry Potter and the Chamber of Secrets, Book 2",J.K. Rowling,11-20-15,30
1799,We Are the Ship,Kadir Nelson,01-30-09,9
1800,From the Mixed-up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,11-24-09,9
1801,Sunset,Erin Hunter,06-04-19,21
1802,The Watsons Go to Birmingham: 1963,Christopher Paul Curtis,10-31-03,18
1803,The War That Saved My Life,Kimberly Brubaker Bradley,01-08-15,28
1804,Among the Hidden,Margaret Peterson Haddix,10-31-08,22
1805,A Mango Shaped Space,Wendy Mass,07-24-07,28
1806,Every Soul a Star,Wendy Mass,04-24-09,15
1807,Betsy-Tacy,Maud Hart Lovelace,11-27-07,14
1808,Nim's Island,Wendy Orr,03-12-08,8
1809,Go Ask Alice,Anonymous,02-15-07,18
1810,Blended,Sharon M. Draper,10-30-18,21
1811,Silver Shadows,Richelle Mead,07-29-14,24
1812,The Indigo Spell,Richelle Mead,02-12-13,23
1813,"I Survived the Hindenburg Disaster, 1937",Lauren Tarshis,03-29-16,5
1814,The Cat in the Hat and Other Dr. Seuss Favorites,Dr. Seuss,01-26-06,13
1815,"Doctor Dolittle: The Complete Collection, Vol. 1",Hugh Lofting,11-12-19,28
1816,Moonrise,Erin Hunter,06-04-19,24
1817,The Warrior Heir,Cinda Williams Chima,02-15-12,24
1818,How to Astronaut,Terry Virts,07-15-22,22
1819,Diary of a 6th Grade Ninja,Marcus Emerson,12-03-19,7
1820,"The Twits, The Minpins & The Magic Finger",Roald Dahl,09-26-13,10
1821,The Three Little Pigs,James Marshall,04-12-08,2
1822,Letters from Rifka,Karen Hesse,08-20-10,18
1823,New Kid,Jerry Craft,02-05-19,13
1824,Mrs. Piggle-Wiggle's Magic,Betty MacDonald,04-15-09,13
1825,Junie B. Jones Collection,Barbara Park,11-14-03,14
1826,An Elephant in the Garden,Michael Morpurgo,05-27-10,11
1827,My Brother Sam Is Dead,James Lincoln Collier,12-15-99,12
1828,Every Day,David Levithan,08-28-12,18
1829,Ban This Book,Alan Gratz,08-29-17,15
1830,The Mighty Miss Malone,Christopher Paul Curtis,01-24-12,21
1831,The Mostly True Adventures of Homer P. Figg,Rodman Philbrick,08-17-12,13
1832,Booked,Kwame Alexander,04-06-16,9
1833,Sky Raiders,Brandon Mull,03-11-14,17
1834,The Bunnicula Collection,Deborah,12-28-03,24
1835,A Girl Named Disaster,Nancy Farmer,11-09-15,28
1836,Asylum,Madeleine Roux,08-20-13,19
1837,The Princess and Curdie,George MacDonald,12-30-04,16
1838,Pinkalicious Audio Collection,Victoria Kann,11-15-11,16
1839,The Hope Chest,Karen Schwabach,07-07-15,21
1840,"Harry Potter and the Prisoner of Azkaban, Book 3",J.K. Rowling,11-20-15,30
1841,Summer of the Mariposas,Guadalupe Garcia McCall,09-15-20,23
1842,Evermore,Alyson Noel,04-29-09,15
1843,Aru Shah and the Song of Death,Roshani Chokshi,04-30-19,35
1844,The Vanderbeekers to the Rescue,Karina Yan Glaser,09-17-19,18
1845,The Prince Warriors,Priscilla Shirer,05-30-16,24
1846,Travel Team,Mike Lupica,12-26-04,16
1847,The Cricket in Times Square,George Selden,05-31-22,8
1848,The Boy Who Dared,Susan Campbell Bartoletti,01-13-09,13
1849,The Egypt Game,Zilpha Keatley Snyder,02-27-08,19
1850,Panda-monium,Stuart Gibbs,04-04-17,14
1851,"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,11-20-15,45
1852,The Adventures of Captain Underpants,Dav Pilkey,05-22-18,7
1853,Neverseen,Shannon Messenger,11-06-18,26
1854,The Dragon Kings,Kimberly Loth,06-14-19,26
1855,Lodestar,Shannon Messenger,11-06-18,26
1856,Gregor and the Marks of Secret,Suzanne Collins,09-09-08,18
1857,The Hollow Crown,Jeff Wheeler,06-13-17,22
1858,Tiger's Curse,Colleen Houck,05-04-11,26
1859,"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,11-20-15,45
1860,Odder,Katherine Applegate,09-20-22,10
1861,Titanic: Voices From the Disaster,Deborah Hopkinson,08-14-12,14
1862,Story Thieves,James Riley,12-13-16,14
1863,Beezus and Ramona,Beverly Cleary,10-05-10,11
1864,Posted,John David Anderson,05-02-17,14
1865,When My Name Was Keoko,Linda Sue Park,06-09-15,18
1866,So You Want to Be a Wizard,Diane Duane,01-08-04,24
1867,"Goodnight, Goodnight, Construction Site",Sherri Duskey Rinker,03-12-14,8
1868,The Two Princesses of Bamarre,Gail Carson Levine,05-02-17,21
1869,The Hound of Rowan,Henry H. Neff,01-28-09,28
1870,How to Hang a Witch,Adriana Mather,07-26-16,38
1871,The Buccaneers' Code,Caroline Carlson,09-08-15,29
1872,Happy Little Family,Rebecca Caudill,03-17-16,6
1873,The Wind in the Willows,Kenneth Grahame,08-20-07,16
1874,"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,11-20-15,45
1875,The Sea of Monsters,Rick Riordan,06-09-06,16
1876,Boys Will Be Human,Justin Baldoni,10-04-22,21
1877,Pale Blue Dot,Carl Sagan,05-30-17,26
1878,Among the Enemy,Margaret Peterson Haddix,08-21-19,21
1879,The Testing,Joelle Charbonneau,06-07-13,18
1880,The Best School Year Ever,Barbara Robinson,06-26-06,17
1881,The Doll People,Ann M. Martin,09-16-08,9
1882,Thomas and Friends: The Railway Series – Audio Collection 1,Wilbert Awdry,11-10-22,8
1883,The Unbecoming of Mara Dyer,Michelle Hodkin,01-21-14,22
1884,The Vanderbeekers of 141st Street,Karina Yan Glaser,10-03-17,18
1885,The Twenty-One Balloons,William Pene du Bois,02-20-18,20
1886,Black Ships Before Troy,Rosemary Sutcliff,02-03-11,9
1887,Poppy,Avi,07-08-13,17
1888,Wildwood,Ellis Carson,08-30-11,24
1889,Three Times Lucky,Sheila Turnage,05-15-12,22
1890,Scorpion Mountain,John Flanagan,12-02-14,28
1891,Everblaze,Shannon Messenger,11-06-18,22
1892,"Goosebumps HorrorLand, Book 1",R. L. Stine,04-01-08,6
1893,Elijah of Buxton,Christopher Paul Curtis,09-03-08,23
1894,Chitty Chitty Bang Bang,Ian Fleming,09-26-13,9
1895,Twilight Tenth Anniversary/Life and Death Dual Edition,Stephenie Meyer,10-06-15,33
1896,The Mysterious Howling,Maryrose Wood,02-23-10,25
1897,The Candymakers,Wendy Mass,04-04-11,24
1898,The Fancy Nancy Audio Collection,Jane O' Connor,11-15-11,22
1899,Tiger's Quest,Colleen Houck,06-07-11,26
1900,The One and Only Ivan,Katherine Applegate,03-14-13,8
1901,Stella by Starlight,Sharon M. Draper,01-06-15,12
1902,The Dark Prophecy,Rick Riordan,05-02-17,20
1903,Alcatraz Versus the Scrivener's Bones,Brandon Sanderson,03-19-12,21
1904,The Bronze Bow,Elizabeth George Speare,03-13-21,20
1905,Killing Mr. Griffin,Lois Duncan,10-05-10,16
1906,Beatrix Potter: The Complete Tales,Beatrix Potter,05-01-12,20
1907,The Moffats,Eleanor Estes,04-15-05,19
1908,Stellarlune,Shannon Messenger,11-15-22,26
1909,Redeemed,P. C. Cast,10-14-14,21
1910,The Merchant of Death,D. J. MacHale,06-03-08,26
1911,The Complete Wizard of Oz Collection,L. Frank Baum,10-03-13,26
1912,Rain Reign,Ann M. Martin,10-07-14,18
1913,The Last Kids on Earth and the Zombie Parade,Max Brallier,09-26-17,14
1914,The Final Spark,Richard Paul Evans,09-12-17,21
1915,A Good Kind of Trouble,Lisa Moore Ramée,03-12-19,19
1916,Janitors,Tyler Whitesides,05-30-13,11
1917,Kingdom's Dawn,Chuck Black,01-27-09,17
1918,"Jeremy Thatcher, Dragon Hatcher",Bruce Coville,02-26-10,9
1919,Untwine,Edwidge Danticat,10-01-15,15
1920,Ramona's World,Beverly Cleary,11-02-10,16
1921,The Julian Chapter,R. J. Palacio,05-13-14,9
1922,Jackaby,William Ritter,09-16-14,15
1923,Soldier's Heart,Gary Paulsen,05-25-12,9
1924,Tales of the Alhambra,Washington Irving,12-06-04,20
1925,Bloodlines,Richelle Mead,08-23-11,42
1926,Le Petit Prince,Antoine de Saint-Exupéry,06-01-15,13
1927,The People of Sparks,Jeanne DuPrau,06-04-04,21
1928,Diary of a Wimpy Kid,Jeff Kinney,03-10-08,8
1929,Noughts and Crosses,Malorie Blackman,02-22-11,18
1930,The First Rule of Punk,Celia C. Perez,08-23-17,18
1931,The Quests for Glory,Soman Chainani,09-19-17,44
1932,"The Many Assassinations of Samir, the Seller of Dreams",Daniel Nayeri,03-07-23,25
1933,The Blackbird Girls,Anne Blankman,03-10-20,24
1934,The Stars Beneath Our Feet,David Barclay Moore,09-19-17,17
1935,"Over Sea, Under Stone",Susan Cooper,08-08-07,18
1936,Left Out,Tim Green,12-08-16,12
1937,East,Edith Pattou,04-29-12,24
1938,Pictures of Hollis Woods,Patricia Reilly Giff,04-23-09,8
1939,Dory Fantasmagory,Abby Hanlon,04-14-15,8
1940,Schooled,Gordon Korman,10-27-08,23
1941,The Silver Dwarf,Victor Kloss,07-18-17,26
1942,Dandelion Fire,N. D. Wilson,02-24-09,31
1943,Rush Revere and the Brave Pilgrims,Rush Limbaugh,10-29-13,14
1944,The Wonderful Wizard of Oz,L. Frank Baum,03-08-12,13
1945,The Beginner's Bible Audio,The Beginner's Bible,12-08-10,17
1946,"Harry Potter and the Half-Blood Prince, Book 6",J.K. Rowling,11-20-15,45
1947,Forest of Secrets,Erin Hunter,10-10-17,21
1948,The Titan's Curse,Rick Riordan,04-04-07,17
1949,A Little Princess,Frances Hodgson Burnett,12-16-99,22
1950,Enclave,Ann Aguirre,04-12-11,15
1951,Scar Island,Dan Gemeinhart,01-03-17,15
1952,Ramona and Her Mother,Beverly Cleary,10-05-10,14
1953,"Conceal, Don't Feel",Jen Calonita,10-22-19,17
1954,White Bird,R. J. Palacio,10-01-19,14
1955,Fading Echoes,Erin Hunter,03-10-20,21
1956,A Wizard's Guide to Defensive Baking,T. Kingfisher,10-12-21,21
1957,Calming Dinosaur Bedtime Meditation Stories for Kids,Autumn Gray,05-28-21,13
1958,The Girl Who Drank the Moon,Kelly Barnhill,08-09-16,24
1959,When Stars Are Scattered,Victoria Jamieson,04-14-20,17
1960,So B. It,Sarah Weeks,02-03-05,16
1961,Annie On My Mind,Nancy Garden,12-23-08,16
1962,Fast Break,Mike Lupica,11-03-15,17
1963,The Gray Wolf Throne,Cinda Williams Chima,10-04-11,27
1964,Dragon Assassin: Volume 2,Arthur Slade,05-05-20,30
1965,A Bear Called Paddington,Michael Bond,04-21-05,14
1966,Anne of Windy Poplars,L. M. Montgomery,05-04-17,40
1967,Auggie & Me,R. J. Palacio,12-28-14,22
1968,The Kingdom Keepers,Ridley Pearson,09-12-11,22
1969,Hummingbird,Natalie Lloyd,08-02-22,15
1970,The Disappearance of Emily Downs,C.J. Redwine,09-30-21,30
1971,"The Chronicles of Prydain, Books 1 & 2",Lloyd Alexander,09-02-14,35
1972,Tangerine,Edward Bloor,03-13-21,32
1973,Linked,Gordon Korman,07-20-21,21
1974,The High King,Lloyd Alexander,10-14-05,20
1975,Taran Wanderer,Lloyd Alexander,12-26-04,12
1976,Fallen Angels,Walter Dean Myers,04-25-12,19
1977,Football Genius,Tim Green,10-01-08,21
1978,Ramona Forever,Beverly Cleary,11-02-10,14
1979,The Magic Thief,Sarah Prineas,05-25-10,21
1980,The Lincoln Project,Dan Gutman,02-23-16,18
1981,UnEnchanted,Chanda Hahn,04-23-14,27
1982,Dead End in Norvelt,Jack Gantos,09-13-11,15
1983,The Willoughbys,Lois Lowry,08-29-08,13
1984,Crossed,Ally Condie,11-01-11,35
1985,The Caldera,John Flanagan,11-21-17,38
1986,The Jesus Storybook Bible,Sally Lloyd-Jones,10-01-09,16
1987,Ranger's Apprentice: Halt's Peril,John Flanagan,10-05-10,35
1988,Shipwreck at the Bottom of the World,Jennifer Armstrong,03-28-00,10
1989,Chocolate Fever,Robert Kimmel Smith,05-08-07,10
1990,The Voyage of the Dawn Treader,C. S. Lewis,05-10-05,25
1991,Raymie Nightingale,Kate DiCamillo,04-12-16,17
1992,The Lemonade War,Jacqueline Davies,03-13-21,19
1993,Among the Betrayed,Margaret Peterson Haddix,01-31-19,17
1994,Wintergirls,Laurie Halse Anderson,04-02-19,22
1995,Let the Circle Be Unbroken,Mildred D. Taylor,02-19-18,17
1996,Efrén Divided,Ernesto Cisneros,04-07-20,17
1997,Fuzzy Mud,Louis Sachar,08-04-15,15
1998,Eighth Grade Bites,Heather Brewer,11-06-18,14
1999,Other Words for Home,Jasmine Warga,05-28-19,15
2000,Accidental Attachment,Max Monroe,05-01-23,25
2001,So Many Steves,Steve Martin,05-02-23,22
2002,Once upon a Tome,Oliver Darkshire,04-25-23,17
2003,Harold,Steven Wright,05-16-23,19
2004,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
2005,Quietly Hostile,Samantha Irby,05-16-23,28
2006,Born a Crime,Trevor Noah,11-15-16,22
2007,The Hitchhiker's Guide to the Galaxy,Douglas Adams,04-28-05,14
2008,You Can't Joke About That,Kat Timpf,04-18-23,32
2009,Vacuuming in the Nude,Peggy Rowe,03-03-23,20
2010,Is It Hot in Here,Zach Zimmerman,04-25-23,17
2011,A Confederacy of Dunces,John Kennedy Toole,12-26-04,21
2012,Heartburn,Nora Ephron,07-09-13,16
2013,Let's Pretend This Never Happened,Jenny Lawson,04-17-12,28
2014,Bossypants,Tina Fey,04-05-11,18
2015,A Walk in the Woods,Bill Bryson,09-25-12,14
2016,Soul Boom,Rainn Wilson,04-25-23,32
2017,Eleanor Oliphant Is Completely Fine,Gail Honeyman,05-09-17,18
2018,Slaughterhouse-Five,Kurt Vonnegut,11-03-15,17
2019,Based on a True Story,Norm Macdonald,09-20-16,18
2020,Double Hockey Sticks,Frank J. Fleming,04-26-23,20
2021,Swamp Story,Dave Barry,05-02-23,17
2022,Yes Please,Amy Poehler,10-28-14,25
2023,American Psycho,Bret Easton Ellis,08-11-09,30
2024,Catch-22,Joseph Heller,08-29-17,17
2025,Wildflower,Drew Barrymore,10-27-15,15
2026,The Survivalists,Kashana Cauley,01-10-23,26
2027,What I Was Doing While You Were Breeding,Kristin Newman,05-30-14,24
2028,Mrs. Harris Goes to Paris and Mrs. Harris Goes to New York,Paul Gallico,09-27-22,15
2029,The Society of Shame,Jane Roper,04-04-23,32
2030,Britt-Marie Was Here,Fredrik Backman,05-03-16,23
2031,Murder Your Employer,Rupert Holmes,02-21-23,24
2032,Saving Ceecee Honeycutt,Beth Hoffman,12-24-09,18
2033,The Little Old Lady Who Broke All the Rules,Catharina Ingelman-Sundberg,02-14-17,32
2034,Live from New York,James Andrew Miller,06-27-17,33
2035,Sh*tty Mom,Karen Moline,07-16-14,13
2036,You'll Grow Out of It,Jessi Klein,07-12-16,22
2037,The Enigma of Garlic,Alexander McCall Smith,04-11-23,21
2038,Breakfast of Champions,Kurt Vonnegut,06-23-15,17
2039,Paddle Your Own Canoe,Nick Offerman,10-01-13,13
2040,It Ended Badly,Jennifer Wright,11-03-15,16
2041,I'm Just a Person,Tig Notaro,06-14-16,25
2042,"If Someone Says ""You Complete Me,"" RUN!",Whoopi Goldberg,10-13-15,21
2043,John Dies at the End,David Wong,03-09-11,16
2044,City of Likes,Jenny Mollen,02-14-23,21
2045,Blue Skies,T. C. Boyle,05-16-23,31
2046,The Sellout,Paul Beatty,07-07-15,17
2047,I Don't Need Therapy,Toni Lodge,03-08-23,17
2048,The All-Girl Filling Station's Last Reunion,Fannie Flagg,11-05-13,18
2049,Even Cowgirls Get the Blues,Tom Robbins,12-16-99,22
2050,Zone One,Colson Whitehead,10-18-11,18
2051,Tales of the City,Armistead Maupin,03-26-13,12
2052,Late Bloomers,Deepa Varadarajan,05-02-23,32
2053,Cold Sassy Tree,Olive Ann Burns,12-01-04,20
2054,The House of God,Samuel Shem,09-26-11,27
2055,Cannery Row,John Steinbeck,04-13-11,16
2056,A Year in Provence,Peter Mayle,08-03-09,10
2057,He's Just Not That Into You,Greg Behrendt,11-17-04,9
2058,Garth Marenghi’s TerrorTome,Garth Marenghi,11-03-22,17
2059,And Every Morning the Way Home Gets Longer and Longer,Fredrik Backman,11-01-16,5
