,Title,Author,Release date,Price $
0,How to Talk to Anyone,Leil Lowndes,09-01-15,15
1,The Five-Star Weekend,Elin Hilderbrand,09-01-15,36
2,Dune,Frank Herbert,09-01-15,35
3,The Four Agreements,don Miguel Ruiz,09-01-15,11
4,The Nightingale,Kristin Hannah,09-01-15,26
5,Sapiens,Yuval Noah Harari,09-01-15,16
6,Unfu*k Yourself,Gary John Bishop,09-01-15,14
7,"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,09-01-15,45
8,"Harry Potter and the Chamber of Secrets, Book 2",J.K. Rowling,09-01-15,30
9,The Way of Kings,Brandon Sanderson,09-01-15,27
10,The Last Wish,Andrzej Sapkowski,09-01-15,17
11,A Game of Thrones,George R.R. Martin,09-01-15,37
12,Queen of Shadows,Sarah J. Maas,09-01-15,30
13,Empire of Storms,Sarah J. Maas,09-01-15,35
14,It Ends with Us,Colleen Hoover,09-01-15,13
15,"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,09-01-15,45
16,"Harry Potter and the Half-Blood Prince, Book 6",J.K. Rowling,09-01-15,45
17,"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,09-01-15,45
18,Light Bringer,Pierce Brown,09-01-15,42
19,Queen of Shadows,Sarah J. Maas,09-01-15,30
20,Empire of Storms,Sarah J. Maas,09-01-15,35
21,A Court of Mist and Fury,Sarah J. Maas,09-01-15,37
22,A Court of Wings and Ruin,Sarah J. Maas,09-01-15,27
23,A Court of Frost and Starlight,Sarah J. Maas,09-01-15,18
24,A Court of Thorns and Roses,Sarah J. Maas,09-01-15,27
25,The Hunger Games: Special Edition,Suzanne Collins,09-01-15,15
26,Tower of Dawn,Sarah J. Maas,09-01-15,30
27,The Ballad of Songbirds and Snakes,Suzanne Collins,09-01-15,18
28,A Thousand Boy Kisses,Tillie Cole,09-01-15,24
29,A Good Girl's Guide to Murder,Holly Jackson,09-01-15,23
30,Catching Fire,Suzanne Collins,09-01-15,17
31,Mockingjay,Suzanne Collins,09-01-15,17
32,The Bone Witch,Rin Chupeco,09-01-15,24
33,It’s Not Summer Without You,Jenny Han,09-01-15,15
34,The Summer I Turned Pretty,Jenny Han,09-01-15,21
35,The Hobbit,J. R. R. Tolkien,09-01-15,24
36,Six of Crows,Leigh Bardugo,09-01-15,26
37,The White Tower,Michael Wisehart,09-01-15,26
38,We’ll Always Have Summer,Jenny Han,09-01-15,21
39,Born a Crime,Trevor Noah,11-15-16,22
40,The Art Thief,Michael Finkel,11-15-16,32
41,Tremendous,"Joey ""Coco"" Diaz",11-15-16,21
42,The Creative Act,Rick Rubin,11-15-16,32
43,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,11-15-16,17
44,The Swerve,Stephen Greenblatt,11-15-16,25
45,The Artist's Way: 25th Anniversary Edition,Julia Cameron,11-15-16,15
46,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-15-16,20
47,Laurel Canyon,Michael Walker,11-15-16,25
48,Never Broken,Jewel,11-15-16,24
49,Stories I Only Tell My Friends,Rob Lowe,11-15-16,15
50,Wildflower,Drew Barrymore,11-15-16,15
51,"Dolly Parton, Songteller",Dolly Parton,11-15-16,31
52,Art & Fear,David Bayles,11-15-16,14
53,The Medici,Paul Strathern,11-15-16,30
54,Drinking in America,Eric Bogosian,11-15-16,8
55,Elements of Jazz: From Cakewalks to Fusion,Bill Messenger,11-15-16,10
56,Bossypants,Tina Fey,11-15-16,18
57,The Music Lesson,Victor L. Wooten,11-15-16,21
58,Magicians of the Gods,Graham Hancock,11-15-16,26
59,The Art Thief,Michael Finkel,06-27-23,32
60,The Lost City of Z,David Grann,06-27-23,28
61,Death in Yellowstone,Lee H. Whittlesey,06-27-23,30
62,One Man's Wilderness,Sam Keith,06-27-23,21
63,Grandma Gatewood's Walk,Ben Montgomery,06-27-23,20
64,Mother of God,Paul Rosolie,06-27-23,20
65,The Comfort Crisis,Michael Easter,06-27-23,18
66,Undaunted Courage,Stephen E. Ambrose,06-27-23,20
67,Deep Survival,Laurence Gonzales,06-27-23,21
68,The Long Haul,Finn Murphy,06-27-23,21
69,A Walk in the Woods,Bill Bryson,06-27-23,14
70,"Eat, Pray, Love",Elizabeth Gilbert,06-27-23,21
71,The Oregon Trail,Francis Parkman,06-27-23,15
72,"Don't Sleep, There Are Snakes",Daniel L. Everett,06-27-23,28
73,Wild,Cheryl Strayed,06-27-23,20
74,The Final Frontiersman,James Campbell,06-27-23,24
75,"Eat, Pray, #FML",Gabrielle Stone,06-27-23,21
76,The Most Beautiful Walk in the World,John Baxter,06-27-23,28
77,The Happy Traveler,Jaime Kurtz,06-27-23,28
78,Nomadland,Jessica Bruder,06-27-23,24
79,Prepared,Mike Glover,06-06-23,24
80,Wanderlust,Reid Mitenbuler,06-06-23,32
81,Relentless,Tim S. Grover,06-06-23,15
82,The Book of Five Rings,Miyamoto Musashi,06-06-23,14
83,Endure,Cameron Hanes,06-06-23,15
84,Grandma Gatewood's Walk,Ben Montgomery,06-06-23,20
85,Mother of God,Paul Rosolie,06-06-23,20
86,Zen Golf,Dr. Joseph Parent,06-06-23,20
87,Unbroken,Laura Hillenbrand,06-06-23,18
88,The Boys in the Boat,Daniel James Brown,06-06-23,20
89,Undaunted Courage,Stephen E. Ambrose,06-06-23,20
90,Open,Andre Agassi,06-06-23,15
91,The Complete Book of Five Rings,Miyamoto Musashi,06-06-23,20
92,How Bad Do You Want It?,Matt Fitzgerald,06-06-23,24
93,Deep Survival,Laurence Gonzales,06-06-23,21
94,What I Talk about When I Talk about Running,Haruki Murakami,06-06-23,13
95,Unscripted,Ernie Johnson Jr.,06-06-23,24
96,Hiking Through,Paul Stutzman,06-06-23,28
97,Born to Run,Christopher McDougall,06-06-23,18
98,Running with Sherman,Christopher McDougall,06-06-23,15
99,American Prometheus,Kai Bird,03-28-07,30
100,Sapiens,Yuval Noah Harari,03-28-07,16
101,Braiding Sweetgrass,Robin Wall Kimmerer,03-28-07,35
102,Astrophysics for People in a Hurry,Neil deGrasse Tyson,03-28-07,15
103,Why We Sleep,Matthew Walker,03-28-07,17
104,The Making of the Atomic Bomb,Richard Rhodes,03-28-07,58
105,A Short History of Nearly Everything,Bill Bryson,03-28-07,23
106,"Guns, Germs and Steel",Jared Diamond,03-28-07,24
107,The Molecule of More,Daniel Z. Lieberman MD,03-28-07,22
108,Outlive,Peter Attia MD,03-28-07,35
109,The Demon-Haunted World,Carl Sagan,03-28-07,23
110,The Heat Will Kill You First,Jeff Goodell,03-28-07,32
111,Breath,James Nestor,03-28-07,15
112,Death in Yellowstone,Lee H. Whittlesey,03-28-07,30
113,The Dragons of Eden,Carl Sagan,03-28-07,19
114,Food of the Gods,Terence McKenna,03-28-07,28
115,Coyote America,Dan Flores,03-28-07,25
116,Human Errors,Nathan H. Lents,03-28-07,15
117,What If?,Randall Munroe,03-28-07,24
118,A Night to Remember,Walter Lord,03-28-07,20
119,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,06-13-17,17
120,It Ends with Us,Colleen Hoover,06-13-17,13
121,Pride and Prejudice,Jane Austen,06-13-17,25
122,Rowan,Robin D. Mahle,06-13-17,26
123,November 9,Colleen Hoover,06-13-17,17
124,What We Broke,Marley Valentine,06-13-17,20
125,Maybe Someday,Colleen Hoover,06-13-17,9
126,Something Unexpected,Vi Keeland,06-13-17,20
127,Dragonfly in Amber,Diana Gabaldon,06-13-17,37
128,House of Earth and Blood,Sarah J. Maas,06-13-17,43
129,Redeeming Love,Francine Rivers,06-13-17,40
130,A Soul of Ash and Blood,Jennifer L. Armentrout,06-13-17,31
131,Icebreaker,Hannah Grace,06-13-17,24
132,Verity,Colleen Hoover,06-13-17,17
133,The Viscount Who Loved Me,Julia Quinn,06-13-17,28
134,Layla,Colleen Hoover,06-13-17,22
135,Haunting Adeline,H. D. Carlton,06-13-17,22
136,The Ritual,Shantel Tessier,06-13-17,25
137,Where the Crawdads Sing,Delia Owens,06-13-17,18
138,"Love, Theoretically",Ali Hazelwood,06-13-17,32
139,Fourth Wing,Rebecca Yarros,05-02-23,38
140,Manslayer,Nathan Long,05-02-23,33
141,"Harry Potter and the Sorcerer's Stone, Book 1",J.K. Rowling,05-02-23,30
142,Dune,Frank Herbert,05-02-23,35
143,"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,05-02-23,45
144,"Harry Potter and the Chamber of Secrets, Book 2",J.K. Rowling,05-02-23,30
145,The Way of Kings,Brandon Sanderson,05-02-23,27
146,The Last Wish,Andrzej Sapkowski,05-02-23,17
147,A Game of Thrones,George R.R. Martin,05-02-23,37
148,"Harry Potter and the Order of the Phoenix, Book 5",J.K. Rowling,05-02-23,45
149,"Harry Potter and the Half-Blood Prince, Book 6",J.K. Rowling,05-02-23,45
150,"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,05-02-23,45
151,Light Bringer,Pierce Brown,05-02-23,42
152,Red Rising,Pierce Brown,05-02-23,35
153,1984,George Orwell,05-02-23,21
154,"Harry Potter and the Prisoner of Azkaban, Book 3",J.K. Rowling,05-02-23,30
155,The Hitchhiker's Guide to the Galaxy,Douglas Adams,05-02-23,14
156,Rowan,Robin D. Mahle,05-02-23,26
157,Brave New World,Aldous Huxley,05-02-23,21
158,The Name of the Wind,Patrick Rothfuss,05-02-23,26
159,Too Late,Colleen Hoover,06-27-23,35
160,Killers of the Flower Moon,David Grann,06-27-23,17
161,Sherlock Holmes,Arthur Conan Doyle,06-27-23,83
162,The Devil in the White City,Erik Larson,06-27-23,24
163,The Stand,Stephen King,06-27-23,33
164,After Death,Dean Koontz,06-27-23,25
165,Those Empty Eyes,Charlie Donlea,06-27-23,28
166,Playground,Aron Beauregard,06-27-23,17
167,Silent Child,Sarah A. Denzil,06-27-23,19
168,It,Stephen King,06-27-23,29
169,The Controller,Matt Brolly,06-27-23,25
170,Old God's Time,Sebastian Barry,06-27-23,26
171,Fortune Teller,Jana DeLeon,06-27-23,20
172,Fahrenheit 451,Ray Bradbury,06-27-23,17
173,The Dark Tower I,Stephen King,06-27-23,15
174,FantasticLand,Mike Bockoven,06-27-23,30
175,Dark Matter,Blake Crouch,06-27-23,17
176,Artemis,Andy Weir,06-27-23,26
177,The Shining,Stephen King,06-27-23,20
178,Dead Fall,Brad Thor,06-27-23,24
179,The Simple Path to Wealth,JL Collins,06-27-17,17
180,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)",Timothy Ferriss,06-27-17,20
181,The Total Money Makeover,Dave Ramsey,06-27-17,16
182,Principles,Ray Dalio,06-27-17,17
183,The Millionaire Next Door,Thomas J. Stanley Ph.D.,06-27-17,10
184,The Intelligent Investor Rev Ed.,Benjamin Graham,06-27-17,20
185,Rich Dad Poor Dad,Robert T. Kiyosaki,06-27-17,22
186,The Book on Rental Property Investing,Brandon Turner,06-27-17,22
187,Rich Dad Poor Dad: 20th Anniversary Edition,Robert T. Kiyosaki,06-27-17,11
188,I Will Teach You to Be Rich,Ramit Sethi,06-27-17,30
189,"Hustle Harder, Hustle Smarter",Curtis 50 Cent Jackson,06-27-17,23
190,Red Notice,Bill Browder,06-27-17,31
191,Debt - Updated and Expanded,David Graeber,06-27-17,30
192,You Will Own Nothing,Carol Roth,06-27-17,32
193,The New Confessions of an Economic Hit Man,John Perkins,06-27-17,24
194,The Psychology of Money,Morgan Housel,06-27-17,17
195,The End of the World Is Just the Beginning,Peter Zeihan,06-27-17,36
196,The ONE Thing,Gary Keller,06-27-17,30
197,"Padre Rico, Padre Pobre [Rich Dad, Poor Dad]",Robert T. Kiyosaki,06-27-17,20
198,Secrets of the Millionaire Mind,T. Harv Eker,06-27-17,16
199,The Four Agreements,don Miguel Ruiz,01-27-05,11
200,The Untethered Soul,Michael A. Singer,01-27-05,24
201,The Secret,Rhonda Byrne,01-27-05,15
202,"Boundaries, Updated and Expanded Edition",John Townsend,01-27-05,17
203,"The Word of Promise Audio Bible—New King James Version, NKJV: Complete Bible",Thomas Nelson Inc.,01-27-05,20
204,The Warrior Poet Way,John Lovell,01-27-05,28
205,All My Knotted-Up Life,Beth Moore,01-27-05,15
206,The Hiding Place,Corrie ten Boom,01-27-05,25
207,The Holy Bible in Audio - King James Version,King James Bible,01-27-05,13
208,"Change Your Thoughts, Change Your Life",Dr. Wayne W. Dyer,01-27-05,24
209,Imagine Heaven,John Burke,01-27-05,27
210,The Five Love Languages: The Secret to Love That Lasts,Gary Chapman,01-27-05,21
211,Fervent,Priscilla Shirer,01-27-05,21
212,The Righteous Mind,Jonathan Haidt,01-27-05,35
213,The Power of Now,Eckhart Tolle,01-27-05,18
214,Breaking the Habit of Being Yourself,Joe Dispenza,01-27-05,22
215,The Holy Bible: King James Version,King James Bible,01-27-05,40
216,Think Like a Monk,Jay Shetty,01-27-05,17
217,Disruptive Thinking,T. D. Jakes,01-27-05,29
218,Daring Greatly,Brené Brown,01-27-05,21
219,The Saad Truth About Happiness,Gad Saad,07-25-23,26
220,How to Win Friends & Influence People,Dale Carnegie,07-25-23,17
221,The Subtle Art of Not Giving a F*ck,Mark Manson,07-25-23,18
222,How to Talk to Anyone,Leil Lowndes,07-25-23,15
223,The Four Agreements,don Miguel Ruiz,07-25-23,11
224,Unfu*k Yourself,Gary John Bishop,07-25-23,14
225,Think and Grow Rich,Napoleon Hill,07-25-23,25
226,Atomic Habits,James Clear,07-25-23,17
227,The Untethered Soul,Michael A. Singer,07-25-23,24
228,The 7 Habits of Highly Effective People,Stephen R. Covey,07-25-23,17
229,The Art of War,Sun Tzu,07-25-23,10
230,The Secret,Rhonda Byrne,07-25-23,15
231,"Boundaries, Updated and Expanded Edition",John Townsend,07-25-23,17
232,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich (Expanded and Updated)",Timothy Ferriss,07-25-23,20
233,Adult Children of Emotionally Immature Parents,Lindsay C. Gibson PsyD,07-25-23,24
234,The Art of Seduction,Robert Greene,07-25-23,19
235,The 5 Second Rule,Mel Robbins,07-25-23,17
236,The Obstacle Is the Way,Ryan Holiday,07-25-23,28
237,The Warrior Poet Way,John Lovell,07-25-23,28
238,No More Mr. Nice Guy,Dr Robert Glover,07-25-23,28
239,Dark Future,Glenn Beck,07-22-23,25
240,48 Laws of Power,Robert Greene,07-22-23,15
241,The Saad Truth About Happiness,Gad Saad,07-22-23,26
242,Man's Search for Meaning,Viktor E. Frankl,07-22-23,14
243,Braiding Sweetgrass,Robin Wall Kimmerer,07-22-23,35
244,The Art of War,Sun Tzu,07-22-23,10
245,Blowback,Miles Taylor,07-22-23,23
246,Destined for War,Graham Allison,07-22-23,30
247,Fingerprints of the Gods,Graham Hancock,07-22-23,25
248,The Devil in the White City,Erik Larson,07-22-23,24
249,The New Jim Crow,Michelle Alexander,07-22-23,31
250,The Obstacle Is the Way,Ryan Holiday,07-22-23,28
251,The Warrior Poet Way,John Lovell,07-22-23,28
252,The 48 Laws of Power,Robert Greene,07-22-23,23
253,Outliers,Malcolm Gladwell,07-22-23,18
254,Spare,Prince Harry The Duke of Sussex,07-22-23,25
255,Napoleon,Andrew Roberts,07-22-23,25
256,A Short History of Nearly Everything,Bill Bryson,07-22-23,23
257,"Change Your Thoughts, Change Your Life",Dr. Wayne W. Dyer,07-22-23,24
258,"Guns, Germs and Steel",Jared Diamond,07-22-23,24
259,Fourth Wing,Rebecca Yarros,05-02-23,38
260,The Covenant of Water,Abraham Verghese,05-02-23,42
261,Manslayer,Nathan Long,05-02-23,33
262,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,05-02-23,17
263,The Five-Star Weekend,Elin Hilderbrand,05-02-23,36
264,The Nightingale,Kristin Hannah,05-02-23,26
265,The Way of Kings,Brandon Sanderson,05-02-23,27
266,The Last Wish,Andrzej Sapkowski,05-02-23,17
267,A Game of Thrones,George R.R. Martin,05-02-23,37
268,It Ends with Us,Colleen Hoover,05-02-23,13
269,Light Bringer,Pierce Brown,05-02-23,42
270,Red Rising,Pierce Brown,05-02-23,35
271,The Alchemist,Paulo Coelho,05-02-23,17
272,1984,George Orwell,05-02-23,21
273,Pride and Prejudice,Jane Austen,05-02-23,25
274,The Art of War,Sun Tzu,05-02-23,10
275,The Hitchhiker's Guide to the Galaxy,Douglas Adams,05-02-23,14
276,To Kill a Mockingbird,Harper Lee,05-02-23,20
277,The Book of Two Ways,Jodi Picoult,05-02-23,20
278,Fingerprints of the Gods,Graham Hancock,05-02-23,25
279,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,06-13-17,17
280,Less,Andrew Sean Greer,06-13-17,20
281,The House in the Cerulean Sea,TJ Klune,06-13-17,21
282,Untamed,Glennon Doyle,06-13-17,21
283,"Red, White & Royal Blue",Casey McQuiston,06-13-17,21
284,Pageboy,Elliot Page,06-13-17,19
285,Can't Help Falling in Love with an Alien,Chloe Archer,06-13-17,25
286,Trailer Park Trickster,David R. Slayton,06-13-17,24
287,Sister Outsider: Essays and Speeches,Audre Lorde,06-13-17,23
288,Fingersmith,Sarah Waters,06-13-17,42
289,Broken Beyond Repair,Emily Banting,06-13-17,20
290,In the Dream House,Carmen Maria Machado,06-13-17,17
291,The Velvet Rage,Alan Downs Ph. D,06-13-17,21
292,I Dare You to Love Me,Lori G. Matthews,06-13-17,17
293,Care Work,Leah Lakshmi Piepzna-Samarasinha,06-13-17,17
294,More Me with You,Alex Bertie,06-13-17,16
295,"Girl, Woman, Other",Bernardine Evaristo,06-13-17,24
296,You Do You,Tan France,06-13-17,8
297,Run to You,Georgia Beers,06-13-17,20
298,Call Me by Your Name,André Aciman,06-13-17,15
299,Kitchen Confidential,Anthony Bourdain,02-06-01,13
300,"Goodbye, Things",Fumio Sasaki,02-06-01,21
301,The Impact of Whisky Blend Matrices on the Sensory Perception of Peaty Flavours,Mike Faust,02-06-01,15
302,The Widow Clicquot,Tilar Mazzeo,02-06-01,25
303,How to Keep House While Drowning,KC Davis LPC,02-06-01,12
304,Crying in H Mart,Michelle Zauner,02-06-01,18
305,The Art of Fermentation,Sandor Ellix Katz,02-06-01,38
306,Caffeine,Michael Pollan,02-06-01,9
307,Mini Farming,Brett L. Markham,02-06-01,24
308,Dr. Kellyann's Bone Broth Diet,Dr. Kellyann Petrucci MS ND,02-06-01,24
309,A History of the World in 6 Glasses,Tom Standage,02-06-01,20
310,Zak George’s Dog Training Revolution,Zak George,02-06-01,24
311,"Tasting Beer, 2nd Edition",Randy Mosher,02-06-01,27
312,At Home,Bill Bryson,02-06-01,24
313,Food: A Cultural Culinary History,Ken Albala,02-06-01,42
314,Our Harlem,Marcus Samuelsson,02-06-01,10
315,Medium Raw,Anthony Bourdain,02-06-01,25
316,The Power of Positive Dog Training,Pat Miller,02-06-01,27
317,How to Be Your Dog's Best Friend,The Monks of New Skete,02-06-01,17
318,The Culture Clash,Jean Donaldson,02-06-01,27
319,The Innocents Abroad,Mark Twain,09-09-11,28
320,White Hunters,Brian Herne,09-09-11,30
321,Sailing Alone Around the World,Joshua Slocum,09-09-11,21
322,Tales of a Female Nomad,Rita Golden Gelman,09-09-11,31
323,A Primate's Memoir,Robert Sapolsky,09-09-11,31
324,Cross-Cultural Servanthood,Duane Elmer,09-09-11,35
325,Dark Summit,Nick Heil,09-09-11,22
326,"Whatever You Do, Don't Run",Peter Allison,09-09-11,24
327,Shadow of the Almighty,Elisabeth Elliot,09-09-11,21
328,Call the Nurse,Mary J. MacLeod,09-09-11,25
329,Death in Glacier National Park,Randi Minetor,09-09-11,17
330,Into Thin Air,Jon Krakauer,09-09-11,15
331,Cockpit Confidential,Patrick Smith,09-09-11,28
332,Indian Creek Chronicles,Pete Fromm,09-09-11,24
333,A Trucker's Tale,Ed Miller,09-09-11,17
334,Here Is New York,E. B. White,09-09-11,14
335,Travels with Charley in Search of America,John Steinbeck,09-09-11,16
336,Dear Bob and Sue,Matt Smith,09-09-11,31
337,The Camino Way,Victor Prince,09-09-11,21
338,Call of the American Wild,Guy Grieve,09-09-11,25
339,48 Laws of Power,Robert Greene,05-01-15,15
340,American Prometheus,Kai Bird,05-01-15,30
341,Slavery and the Slave Trade in Africa—Trading Dynasty,Robert Apsey,05-01-15,7
342,Killers of the Flower Moon,David Grann,05-01-15,17
343,Extreme Ownership,Jocko Willink,05-01-15,15
344,Sapiens,Yuval Noah Harari,05-01-15,16
345,Braiding Sweetgrass,Robin Wall Kimmerer,05-01-15,35
346,The Art of War,Sun Tzu,05-01-15,10
347,Blowback,Miles Taylor,05-01-15,23
348,Destined for War,Graham Allison,05-01-15,30
349,The Art of Seduction,Robert Greene,05-01-15,19
350,Fingerprints of the Gods,Graham Hancock,05-01-15,25
351,Empire of the Summer Moon,S. C. Gwynne,05-01-15,17
352,The Devil in the White City,Erik Larson,05-01-15,24
353,The Making of the Atomic Bomb,Richard Rhodes,05-01-15,58
354,The Prince,Niccolo Machiavelli,05-01-15,15
355,The Hiding Place,Corrie ten Boom,05-01-15,25
356,Spare,Prince Harry The Duke of Sussex,05-01-15,25
357,SPQR,Mary Beard,05-01-15,30
358,Napoleon,Andrew Roberts,05-01-15,25
359,The Saad Truth About Happiness,Gad Saad,07-25-23,26
360,How to Win Friends & Influence People,Dale Carnegie,07-25-23,17
361,Man's Search for Meaning,Viktor E. Frankl,07-25-23,14
362,Atomic Habits,James Clear,07-25-23,17
363,The Untethered Soul,Michael A. Singer,07-25-23,24
364,Adult Children of Emotionally Immature Parents,Lindsay C. Gibson PsyD,07-25-23,24
365,"Thinking, Fast and Slow",Daniel Kahneman,07-25-23,26
366,Why We Sleep,Matthew Walker,07-25-23,17
367,Outliers,Malcolm Gladwell,07-25-23,18
368,Complex PTSD,Pete Walker,07-25-23,17
369,12 Rules for Life,Jordan B. Peterson,07-25-23,24
370,The Molecule of More,Daniel Z. Lieberman MD,07-25-23,22
371,The Obesity Code,Dr. Jason Fung,07-25-23,22
372,101 Essays That Will Change the Way You Think,Brianna Wiest,07-25-23,17
373,Prepared,Mike Glover,07-25-23,24
374,The Laws of Human Nature,Robert Greene,07-25-23,22
375,The Way of the Superior Man,David Deida,07-25-23,13
376,Talking to Strangers,Malcolm Gladwell,07-25-23,18
377,The In-Between,Hadley Vlahos R.N.,07-25-23,28
378,The Radium Girls,Kate Moore,07-25-23,30
379,One Man's Wilderness,Sam Keith,09-24-10,21
380,Mother of God,Paul Rosolie,09-24-10,20
381,Deep Survival,Laurence Gonzales,09-24-10,21
382,A Walk in the Woods,Bill Bryson,09-24-10,14
383,"Eat, Pray, Love",Elizabeth Gilbert,09-24-10,21
384,The Oregon Trail,Francis Parkman,09-24-10,15
385,Wild,Cheryl Strayed,09-24-10,20
386,The Final Frontiersman,James Campbell,09-24-10,24
387,The Most Beautiful Walk in the World,John Baxter,09-24-10,28
388,The Innocents Abroad,Mark Twain,09-24-10,28
389,Sailing Alone Around the World,Joshua Slocum,09-24-10,21
390,Tales of a Female Nomad,Rita Golden Gelman,09-24-10,31
391,Into Thin Air,Jon Krakauer,09-24-10,15
392,Cockpit Confidential,Patrick Smith,09-24-10,28
393,Indian Creek Chronicles,Pete Fromm,09-24-10,24
394,Here Is New York,E. B. White,09-24-10,14
395,Dear Bob and Sue,Matt Smith,09-24-10,31
396,The Camino Way,Victor Prince,09-24-10,21
397,Call of the American Wild,Guy Grieve,09-24-10,25
398,NPR Road Trips: National Park Adventures,NPR,09-24-10,10
399,Reference Book,Todd Reeves,06-16-23,7
400,Learn Spanish with Paul Noble for Beginners – Complete Course,Paul Noble,06-16-23,17
401,Prepared,Mike Glover,06-16-23,24
402,The Spell of the Sensuous,David Abram,06-16-23,28
403,Proust and the Squid,Maryanne Wolf,06-16-23,23
404,The Story of Human Language,John McWhorter,06-16-23,42
405,Grit,Angela Duckworth,06-16-23,15
406,On Writing,Stephen King,06-16-23,17
407,Art & Fear,David Bayles,06-16-23,14
408,The Death of Expertise,Tom Nichols,06-16-23,27
409,Washington's Crossing,David Hackett Fischer,06-16-23,30
410,The Book Whisperer,Donalyn Miller,06-16-23,21
411,The Things Our Fathers Saw,Matthew A. Rozell,06-16-23,20
412,Propaganda,Edward Bernays,06-16-23,17
413,"Lies My Teacher Told Me, 2nd Edition",Dr. James Loewen,06-16-23,35
414,"Don't Sleep, There Are Snakes",Daniel L. Everett,06-16-23,28
415,The Secrets of Story,Matt Bird,06-16-23,28
416,The Greek Way,Edith Hamilton,06-16-23,25
417,Patton,Martin Blumenson,06-16-23,25
418,Frog and Toad Audio Collection,Arnold Lobel,06-16-23,13
419,Arctic Dreams,Barry Lopez,03-19-19,25
420,The North Pole,Robert E. Peary,03-19-19,23
421,South,Sir Ernest Shackleton,03-19-19,30
422,The Sun Is a Compass,Caroline Van Hemert,03-19-19,30
423,On Call in the Arctic,Thomas J. Sims,03-19-19,30
424,South with the Sun,Lynne Cox,03-19-19,22
425,Welcome to the Goddamn Ice Cube,Blair Braverman,03-19-19,26
426,Shackleton,Ranulph Fiennes,03-19-19,18
427,North to the Night,Alvah Simon,03-19-19,22
428,Scott and Amundsen,Roland Huntford,03-19-19,17
429,Leading on the Edge,Rachael Robertson,03-19-19,19
430,South,Ernest Shackleton,03-19-19,24
431,Surfacing,Kathleen Jamie,03-19-19,17
432,Mawson's Will: The Greatest Polar Survival Story Ever Written,Lennard Bickel,03-19-19,16
433,Michael Palin: Pole to Pole,Michael Palin,03-19-19,19
434,Scott's Last Expedition,Robert Falcon Scott,03-19-19,30
435,Underland,Robert Macfarlane,03-19-19,17
436,Land of Wondrous Cold,Gillen D’Arcy Wood,03-19-19,11
437,Erebus: The Story of a Ship,Michael Palin,03-19-19,18
438,Mighty Bad Land,Bruce Luyendyk,03-19-19,17
439,Russia,Abraham Ascher,10-01-17,25
440,Travels in Siberia,Ian Frazier,10-01-17,35
441,Black Dragon River,Dominic Ziegler,10-01-17,26
442,Mud and Stars,Sara Wheeler,10-01-17,17
443,A Russian Journal,John Steinbeck,10-01-17,15
444,In Putin's Footsteps,Nina Khrushcheva,10-01-17,22
445,Dressed Up for a Riot,Michael Idov,10-01-17,24
446,The Lost Pianos of Siberia,Sophy Roberts,10-01-17,30
447,Open Mic Night in Moscow,Audrey Murray,10-01-17,27
448,Pravda Ha Ha,Rory MacLean,10-01-17,19
449,Russia - Culture Smart!,Anna King,10-01-17,9
450,The Amur River,Colin Thubron,10-01-17,26
451,Russia - Culture Smart!,Anna King,10-01-17,30
452,How Football (Nearly) Came Home,Barney Ronay,10-01-17,15
453,Venture Into Russia,Lawrence Bransby,10-01-17,20
454,Saint Petersburg,Tony Hawkins,10-01-17,3
455,Москва,Александр Мясников,10-01-17,4
456,Among the Russians,Colin Thubron,10-01-17,12
457,Greater than a Tourist: St Petersburg Russia,Lily Jones,10-01-17,3
458,"Greater Than a Tourist: Moscow, Russia",Andrey Artyushin,10-01-17,3
459,Ready Player One,Ernest Cline,08-16-11,20
460,The Stand,Stephen King,08-16-11,33
461,Columbus Day,Craig Alanson,08-16-11,38
462,The Silmarillion,J. R. R. Tolkien,08-16-11,22
463,After Death,Dean Koontz,08-16-11,25
464,The Eye of the World,Robert Jordan,08-16-11,34
465,Blood of Elves,Andrzej Sapkowski,08-16-11,17
466,The Fellowship of the Ring,J. R. R. Tolkien,08-16-11,33
467,Sword of Destiny,Andrzej Sapkowski,08-16-11,22
468,Words of Radiance,Brandon Sanderson,08-16-11,39
469,Golden Son,Pierce Brown,08-16-11,31
470,The Well of Ascension,Brandon Sanderson,08-16-11,35
471,Ender's Game,Orson Scott Card,08-16-11,21
472,Children of Time,Adrian Tchaikovsky,08-16-11,22
473,Iron Gold,Pierce Brown,08-16-11,42
474,A Storm of Swords,George R.R. Martin,08-16-11,30
475,We Are Legion (We Are Bob),Dennis E. Taylor,08-16-11,17
