,Title,Author,Release date,Price $
0,Born a Crime,Trevor Noah,11-15-16,22
1,The Art Thief,Michael Finkel,06-27-23,32
2,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
3,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
4,The Creative Act,Rick Rubin,01-17-23,32
5,Brothers and Sisters,Alan Paul,07-25-23,26
6,The Swerve,Stephen Greenblatt,09-29-11,25
7,The Last Leonardo,Ben Lewis,06-25-19,21
8,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
9,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
10,Never Broken,Jewel,09-15-15,24
11,Making Movies,Sidney Lumet,12-05-17,21
12,Amusing Ourselves to Death,Neil Postman,01-16-07,17
13,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
14,"Hope, Grace & Faith",Leah Messer,03-02-21,14
15,Art & Fear,David Bayles,04-23-12,14
16,The Science of Interstellar,Kip Thorne,01-09-15,24
17,The Music Lesson,Victor L. Wooten,06-01-10,21
18,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
19,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
20,Born a Crime,Trevor Noah,11-15-16,22
21,The Art Thief,Michael Finkel,06-27-23,32
22,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
23,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
24,The Creative Act,Rick Rubin,01-17-23,32
25,Brothers and Sisters,Alan Paul,07-25-23,26
26,The Swerve,Stephen Greenblatt,09-29-11,25
27,The Last Leonardo,Ben Lewis,06-25-19,21
28,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
29,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
30,Never Broken,Jewel,09-15-15,24
31,Making Movies,Sidney Lumet,12-05-17,21
32,Amusing Ourselves to Death,Neil Postman,01-16-07,17
33,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
34,"Hope, Grace & Faith",Leah Messer,03-02-21,14
35,Art & Fear,David Bayles,04-23-12,14
36,The Science of Interstellar,Kip Thorne,01-09-15,24
37,The Music Lesson,Victor L. Wooten,06-01-10,21
38,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
39,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
40,Born a Crime,Trevor Noah,11-15-16,22
41,The Art Thief,Michael Finkel,06-27-23,32
42,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
43,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
44,The Creative Act,Rick Rubin,01-17-23,32
45,Brothers and Sisters,Alan Paul,07-25-23,26
46,The Swerve,Stephen Greenblatt,09-29-11,25
47,The Last Leonardo,Ben Lewis,06-25-19,21
48,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
49,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
50,Never Broken,Jewel,09-15-15,24
51,Making Movies,Sidney Lumet,12-05-17,21
52,Amusing Ourselves to Death,Neil Postman,01-16-07,17
53,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
54,"Hope, Grace & Faith",Leah Messer,03-02-21,14
55,Art & Fear,David Bayles,04-23-12,14
56,The Science of Interstellar,Kip Thorne,01-09-15,24
57,The Music Lesson,Victor L. Wooten,06-01-10,21
58,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
59,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
60,Born a Crime,Trevor Noah,11-15-16,22
61,The Art Thief,Michael Finkel,06-27-23,32
62,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
63,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
64,The Creative Act,Rick Rubin,01-17-23,32
65,Brothers and Sisters,Alan Paul,07-25-23,26
66,The Swerve,Stephen Greenblatt,09-29-11,25
67,The Last Leonardo,Ben Lewis,06-25-19,21
68,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
69,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
70,Never Broken,Jewel,09-15-15,24
71,Making Movies,Sidney Lumet,12-05-17,21
72,Amusing Ourselves to Death,Neil Postman,01-16-07,17
73,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
74,"Hope, Grace & Faith",Leah Messer,03-02-21,14
75,Art & Fear,David Bayles,04-23-12,14
76,The Science of Interstellar,Kip Thorne,01-09-15,24
77,The Music Lesson,Victor L. Wooten,06-01-10,21
78,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
79,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
80,Born a Crime,Trevor Noah,11-15-16,22
81,The Art Thief,Michael Finkel,06-27-23,32
82,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
83,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
84,The Creative Act,Rick Rubin,01-17-23,32
85,Brothers and Sisters,Alan Paul,07-25-23,26
86,The Swerve,Stephen Greenblatt,09-29-11,25
87,The Last Leonardo,Ben Lewis,06-25-19,21
88,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
89,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
90,Never Broken,Jewel,09-15-15,24
91,Making Movies,Sidney Lumet,12-05-17,21
92,Amusing Ourselves to Death,Neil Postman,01-16-07,17
93,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
94,"Hope, Grace & Faith",Leah Messer,03-02-21,14
95,Art & Fear,David Bayles,04-23-12,14
96,The Science of Interstellar,Kip Thorne,01-09-15,24
97,The Music Lesson,Victor L. Wooten,06-01-10,21
98,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
99,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
100,Born a Crime,Trevor Noah,11-15-16,22
101,The Art Thief,Michael Finkel,06-27-23,32
102,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
103,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
104,The Creative Act,Rick Rubin,01-17-23,32
105,Brothers and Sisters,Alan Paul,07-25-23,26
106,The Swerve,Stephen Greenblatt,09-29-11,25
107,The Last Leonardo,Ben Lewis,06-25-19,21
108,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
109,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
110,Never Broken,Jewel,09-15-15,24
111,Making Movies,Sidney Lumet,12-05-17,21
112,Amusing Ourselves to Death,Neil Postman,01-16-07,17
113,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
114,"Hope, Grace & Faith",Leah Messer,03-02-21,14
115,Art & Fear,David Bayles,04-23-12,14
116,The Science of Interstellar,Kip Thorne,01-09-15,24
117,The Music Lesson,Victor L. Wooten,06-01-10,21
118,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
119,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
120,Born a Crime,Trevor Noah,11-15-16,22
121,The Art Thief,Michael Finkel,06-27-23,32
122,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
123,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
124,The Creative Act,Rick Rubin,01-17-23,32
125,Brothers and Sisters,Alan Paul,07-25-23,26
126,The Swerve,Stephen Greenblatt,09-29-11,25
127,The Last Leonardo,Ben Lewis,06-25-19,21
128,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
129,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
130,Never Broken,Jewel,09-15-15,24
131,Making Movies,Sidney Lumet,12-05-17,21
132,Amusing Ourselves to Death,Neil Postman,01-16-07,17
133,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
134,"Hope, Grace & Faith",Leah Messer,03-02-21,14
135,Art & Fear,David Bayles,04-23-12,14
136,The Science of Interstellar,Kip Thorne,01-09-15,24
137,The Music Lesson,Victor L. Wooten,06-01-10,21
138,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
139,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
140,Born a Crime,Trevor Noah,11-15-16,22
141,The Art Thief,Michael Finkel,06-27-23,32
142,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
143,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
144,The Creative Act,Rick Rubin,01-17-23,32
145,Brothers and Sisters,Alan Paul,07-25-23,26
146,The Swerve,Stephen Greenblatt,09-29-11,25
147,The Last Leonardo,Ben Lewis,06-25-19,21
148,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
149,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
150,Never Broken,Jewel,09-15-15,24
151,Making Movies,Sidney Lumet,12-05-17,21
152,Amusing Ourselves to Death,Neil Postman,01-16-07,17
153,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
154,"Hope, Grace & Faith",Leah Messer,03-02-21,14
155,Art & Fear,David Bayles,04-23-12,14
156,The Science of Interstellar,Kip Thorne,01-09-15,24
157,The Music Lesson,Victor L. Wooten,06-01-10,21
158,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
159,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
160,Born a Crime,Trevor Noah,11-15-16,22
161,The Art Thief,Michael Finkel,06-27-23,32
162,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
163,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
164,The Creative Act,Rick Rubin,01-17-23,32
165,Brothers and Sisters,Alan Paul,07-25-23,26
166,The Swerve,Stephen Greenblatt,09-29-11,25
167,The Last Leonardo,Ben Lewis,06-25-19,21
168,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
169,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
170,Never Broken,Jewel,09-15-15,24
171,Making Movies,Sidney Lumet,12-05-17,21
172,Amusing Ourselves to Death,Neil Postman,01-16-07,17
173,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
174,"Hope, Grace & Faith",Leah Messer,03-02-21,14
175,Art & Fear,David Bayles,04-23-12,14
176,The Science of Interstellar,Kip Thorne,01-09-15,24
177,The Music Lesson,Victor L. Wooten,06-01-10,21
178,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
179,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
180,Born a Crime,Trevor Noah,11-15-16,22
181,The Art Thief,Michael Finkel,06-27-23,32
182,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
183,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
184,The Creative Act,Rick Rubin,01-17-23,32
185,Brothers and Sisters,Alan Paul,07-25-23,26
186,The Swerve,Stephen Greenblatt,09-29-11,25
187,The Last Leonardo,Ben Lewis,06-25-19,21
188,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
189,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
190,Never Broken,Jewel,09-15-15,24
191,Making Movies,Sidney Lumet,12-05-17,21
192,Amusing Ourselves to Death,Neil Postman,01-16-07,17
193,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
194,"Hope, Grace & Faith",Leah Messer,03-02-21,14
195,Art & Fear,David Bayles,04-23-12,14
196,The Science of Interstellar,Kip Thorne,01-09-15,24
197,The Music Lesson,Victor L. Wooten,06-01-10,21
198,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
199,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
200,Born a Crime,Trevor Noah,11-15-16,22
201,The Art Thief,Michael Finkel,06-27-23,32
202,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
203,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
204,The Creative Act,Rick Rubin,01-17-23,32
205,Brothers and Sisters,Alan Paul,07-25-23,26
206,The Swerve,Stephen Greenblatt,09-29-11,25
207,The Last Leonardo,Ben Lewis,06-25-19,21
208,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
209,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
210,Never Broken,Jewel,09-15-15,24
211,Making Movies,Sidney Lumet,12-05-17,21
212,Amusing Ourselves to Death,Neil Postman,01-16-07,17
213,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
214,"Hope, Grace & Faith",Leah Messer,03-02-21,14
215,Art & Fear,David Bayles,04-23-12,14
216,The Science of Interstellar,Kip Thorne,01-09-15,24
217,The Music Lesson,Victor L. Wooten,06-01-10,21
218,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
219,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
220,Born a Crime,Trevor Noah,11-15-16,22
221,The Art Thief,Michael Finkel,06-27-23,32
222,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
223,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
224,The Creative Act,Rick Rubin,01-17-23,32
225,Brothers and Sisters,Alan Paul,07-25-23,26
226,The Swerve,Stephen Greenblatt,09-29-11,25
227,The Last Leonardo,Ben Lewis,06-25-19,21
228,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
229,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
230,Never Broken,Jewel,09-15-15,24
231,Making Movies,Sidney Lumet,12-05-17,21
232,Amusing Ourselves to Death,Neil Postman,01-16-07,17
233,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
234,"Hope, Grace & Faith",Leah Messer,03-02-21,14
235,Art & Fear,David Bayles,04-23-12,14
236,The Science of Interstellar,Kip Thorne,01-09-15,24
237,The Music Lesson,Victor L. Wooten,06-01-10,21
238,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
239,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
240,Born a Crime,Trevor Noah,11-15-16,22
241,The Art Thief,Michael Finkel,06-27-23,32
242,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
243,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
244,The Creative Act,Rick Rubin,01-17-23,32
245,Brothers and Sisters,Alan Paul,07-25-23,26
246,The Swerve,Stephen Greenblatt,09-29-11,25
247,The Last Leonardo,Ben Lewis,06-25-19,21
248,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
249,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
250,Never Broken,Jewel,09-15-15,24
251,Making Movies,Sidney Lumet,12-05-17,21
252,Amusing Ourselves to Death,Neil Postman,01-16-07,17
253,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
254,"Hope, Grace & Faith",Leah Messer,03-02-21,14
255,Art & Fear,David Bayles,04-23-12,14
256,The Science of Interstellar,Kip Thorne,01-09-15,24
257,The Music Lesson,Victor L. Wooten,06-01-10,21
258,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
259,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
260,Born a Crime,Trevor Noah,11-15-16,22
261,The Art Thief,Michael Finkel,06-27-23,32
262,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
263,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
264,The Creative Act,Rick Rubin,01-17-23,32
265,Brothers and Sisters,Alan Paul,07-25-23,26
266,The Swerve,Stephen Greenblatt,09-29-11,25
267,The Last Leonardo,Ben Lewis,06-25-19,21
268,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
269,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
270,Never Broken,Jewel,09-15-15,24
271,Making Movies,Sidney Lumet,12-05-17,21
272,Amusing Ourselves to Death,Neil Postman,01-16-07,17
273,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
274,"Hope, Grace & Faith",Leah Messer,03-02-21,14
275,Art & Fear,David Bayles,04-23-12,14
276,The Science of Interstellar,Kip Thorne,01-09-15,24
277,The Music Lesson,Victor L. Wooten,06-01-10,21
278,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
279,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
280,Born a Crime,Trevor Noah,11-15-16,22
281,The Art Thief,Michael Finkel,06-27-23,32
282,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
283,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
284,The Creative Act,Rick Rubin,01-17-23,32
285,Brothers and Sisters,Alan Paul,07-25-23,26
286,The Swerve,Stephen Greenblatt,09-29-11,25
287,The Last Leonardo,Ben Lewis,06-25-19,21
288,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
289,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
290,Never Broken,Jewel,09-15-15,24
291,Making Movies,Sidney Lumet,12-05-17,21
292,Amusing Ourselves to Death,Neil Postman,01-16-07,17
293,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
294,"Hope, Grace & Faith",Leah Messer,03-02-21,14
295,Art & Fear,David Bayles,04-23-12,14
296,The Science of Interstellar,Kip Thorne,01-09-15,24
297,The Music Lesson,Victor L. Wooten,06-01-10,21
298,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
299,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
300,Born a Crime,Trevor Noah,11-15-16,22
301,The Art Thief,Michael Finkel,06-27-23,32
302,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
303,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
304,The Creative Act,Rick Rubin,01-17-23,32
305,Brothers and Sisters,Alan Paul,07-25-23,26
306,The Swerve,Stephen Greenblatt,09-29-11,25
307,The Last Leonardo,Ben Lewis,06-25-19,21
308,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
309,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
310,Never Broken,Jewel,09-15-15,24
311,Making Movies,Sidney Lumet,12-05-17,21
312,Amusing Ourselves to Death,Neil Postman,01-16-07,17
313,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
314,"Hope, Grace & Faith",Leah Messer,03-02-21,14
315,Art & Fear,David Bayles,04-23-12,14
316,The Science of Interstellar,Kip Thorne,01-09-15,24
317,The Music Lesson,Victor L. Wooten,06-01-10,21
318,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
319,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
320,Born a Crime,Trevor Noah,11-15-16,22
321,The Art Thief,Michael Finkel,06-27-23,32
322,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
323,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
324,The Creative Act,Rick Rubin,01-17-23,32
325,Brothers and Sisters,Alan Paul,07-25-23,26
326,The Swerve,Stephen Greenblatt,09-29-11,25
327,The Last Leonardo,Ben Lewis,06-25-19,21
328,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
329,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
330,Never Broken,Jewel,09-15-15,24
331,Making Movies,Sidney Lumet,12-05-17,21
332,Amusing Ourselves to Death,Neil Postman,01-16-07,17
333,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
334,"Hope, Grace & Faith",Leah Messer,03-02-21,14
335,Art & Fear,David Bayles,04-23-12,14
336,The Science of Interstellar,Kip Thorne,01-09-15,24
337,The Music Lesson,Victor L. Wooten,06-01-10,21
338,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
339,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
340,Born a Crime,Trevor Noah,11-15-16,22
341,The Art Thief,Michael Finkel,06-27-23,32
342,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
343,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
344,The Creative Act,Rick Rubin,01-17-23,32
345,Brothers and Sisters,Alan Paul,07-25-23,26
346,The Swerve,Stephen Greenblatt,09-29-11,25
347,The Last Leonardo,Ben Lewis,06-25-19,21
348,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
349,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
350,Never Broken,Jewel,09-15-15,24
351,Making Movies,Sidney Lumet,12-05-17,21
352,Amusing Ourselves to Death,Neil Postman,01-16-07,17
353,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
354,"Hope, Grace & Faith",Leah Messer,03-02-21,14
355,Art & Fear,David Bayles,04-23-12,14
356,The Science of Interstellar,Kip Thorne,01-09-15,24
357,The Music Lesson,Victor L. Wooten,06-01-10,21
358,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
359,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
360,Born a Crime,Trevor Noah,11-15-16,22
361,The Art Thief,Michael Finkel,06-27-23,32
362,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
363,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
364,The Creative Act,Rick Rubin,01-17-23,32
365,Brothers and Sisters,Alan Paul,07-25-23,26
366,The Swerve,Stephen Greenblatt,09-29-11,25
367,The Last Leonardo,Ben Lewis,06-25-19,21
368,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
369,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
370,Never Broken,Jewel,09-15-15,24
371,Making Movies,Sidney Lumet,12-05-17,21
372,Amusing Ourselves to Death,Neil Postman,01-16-07,17
373,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
374,"Hope, Grace & Faith",Leah Messer,03-02-21,14
375,Art & Fear,David Bayles,04-23-12,14
376,The Science of Interstellar,Kip Thorne,01-09-15,24
377,The Music Lesson,Victor L. Wooten,06-01-10,21
378,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
379,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
380,Born a Crime,Trevor Noah,11-15-16,22
381,The Art Thief,Michael Finkel,06-27-23,32
382,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
383,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
384,The Creative Act,Rick Rubin,01-17-23,32
385,Brothers and Sisters,Alan Paul,07-25-23,26
386,The Swerve,Stephen Greenblatt,09-29-11,25
387,The Last Leonardo,Ben Lewis,06-25-19,21
388,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
389,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
390,Never Broken,Jewel,09-15-15,24
391,Making Movies,Sidney Lumet,12-05-17,21
392,Amusing Ourselves to Death,Neil Postman,01-16-07,17
393,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
394,"Hope, Grace & Faith",Leah Messer,03-02-21,14
395,Art & Fear,David Bayles,04-23-12,14
396,The Science of Interstellar,Kip Thorne,01-09-15,24
397,The Music Lesson,Victor L. Wooten,06-01-10,21
398,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
399,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
400,Born a Crime,Trevor Noah,11-15-16,22
401,The Art Thief,Michael Finkel,06-27-23,32
402,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
403,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
404,The Creative Act,Rick Rubin,01-17-23,32
405,Brothers and Sisters,Alan Paul,07-25-23,26
406,The Swerve,Stephen Greenblatt,09-29-11,25
407,The Last Leonardo,Ben Lewis,06-25-19,21
408,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
409,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
410,Never Broken,Jewel,09-15-15,24
411,Making Movies,Sidney Lumet,12-05-17,21
412,Amusing Ourselves to Death,Neil Postman,01-16-07,17
413,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
414,"Hope, Grace & Faith",Leah Messer,03-02-21,14
415,Art & Fear,David Bayles,04-23-12,14
416,The Science of Interstellar,Kip Thorne,01-09-15,24
417,The Music Lesson,Victor L. Wooten,06-01-10,21
418,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
419,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
420,Born a Crime,Trevor Noah,11-15-16,22
421,The Art Thief,Michael Finkel,06-27-23,32
422,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
423,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
424,The Creative Act,Rick Rubin,01-17-23,32
425,Brothers and Sisters,Alan Paul,07-25-23,26
426,The Swerve,Stephen Greenblatt,09-29-11,25
427,The Last Leonardo,Ben Lewis,06-25-19,21
428,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
429,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
430,Never Broken,Jewel,09-15-15,24
431,Making Movies,Sidney Lumet,12-05-17,21
432,Amusing Ourselves to Death,Neil Postman,01-16-07,17
433,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
434,"Hope, Grace & Faith",Leah Messer,03-02-21,14
435,Art & Fear,David Bayles,04-23-12,14
436,The Science of Interstellar,Kip Thorne,01-09-15,24
437,The Music Lesson,Victor L. Wooten,06-01-10,21
438,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
439,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
440,Born a Crime,Trevor Noah,11-15-16,22
441,The Art Thief,Michael Finkel,06-27-23,32
442,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
443,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
444,The Creative Act,Rick Rubin,01-17-23,32
445,Brothers and Sisters,Alan Paul,07-25-23,26
446,The Swerve,Stephen Greenblatt,09-29-11,25
447,The Last Leonardo,Ben Lewis,06-25-19,21
448,The Artist's Way: 25th Anniversary Edition,Julia Cameron,03-23-21,15
449,Tremendous,"Joey ""Coco"" Diaz",05-02-23,21
450,Never Broken,Jewel,09-15-15,24
451,Making Movies,Sidney Lumet,12-05-17,21
452,Amusing Ourselves to Death,Neil Postman,01-16-07,17
453,Unf--k Your Brain,Faith G. Harper PhD LPC-S ACS ACN,03-20-18,17
454,"Hope, Grace & Faith",Leah Messer,03-02-21,14
455,Art & Fear,David Bayles,04-23-12,14
456,The Science of Interstellar,Kip Thorne,01-09-15,24
457,The Music Lesson,Victor L. Wooten,06-01-10,21
458,Billy Kelly: This Is a Family Show!,Billy Kelly,03-05-20,6
459,NPR Road Trips Collection,National Public Radio Inc.,09-15-16,21
460,Born a Crime,Trevor Noah,11-15-16,22
461,The Art Thief,Michael Finkel,06-27-23,32
462,Why Sinéad O'Connor Matters,Allyson McCabe,06-27-23,9
463,"Friends, Lovers, and the Big Terrible Thing",Matthew Perry,11-01-22,20
464,The Creative Act,Rick Rubin,01-17-23,32
465,Brothers and Sisters,Alan Paul,07-25-23,26
466,The Swerve,Stephen Greenblatt,09-29-11,25
