,Title,Author,Release date,Price $
2881,Psychology and Social Science Book,Travis Barrineau,06-02-23,15
2882,CompTIA Security+ All-in-One Exam Guide Exam SY0-601 (Sixth Edition),Wm. Arthur Conklin,05-30-23,28
2883,The ChatGPT Millionaire,Neil Dagger,06-10-23,15
2884,"CompTIA A+ Certification All-in-One Exam Guide, Eleventh Edition (Exams 220-1101 & 220-1102)",Travis A. Everett,06-27-23,35
2885,Digital Minimalism,Cal Newport,02-05-19,15
2886,The AI Revolution in Medicine,Peter Lee,07-03-23,20
2887,Doom Guy,John Romero,07-18-23,40
2888,The Death of Expertise,Tom Nichols,05-23-17,27
2889,Failure Is Not an Option,Gene Kranz,08-29-11,38
2890,Designing Data-Intensive Applications,Martin Kleppmann,02-05-21,26
2891,The Optimist's Telescope,Bina Venkataraman,08-27-19,18
2892,"Social Engineering, Second Edition",Christopher Hadnagy,02-28-19,21
2893,The Common Rule,Justin Whitmel Earley,02-19-19,21
2894,Moon Shot,Alan Shepard,05-07-19,21
2895,How to Do Nothing,Jenny Odell,05-07-19,17
2896,Liminal Thinking,Dave Gray,03-07-17,17
2897,UX Research,Brad Nunnally,02-13-21,35
2898,The Art of Deception,Kevin Mitnick,07-10-20,21
2899,Algorithms to Live By,Brian Christian,04-19-16,23
2900,Open Workbook of Cryptology,Kyle Pitts Allen,04-11-23,15
2901,Psychology and Social Science Book,Travis Barrineau,06-02-23,15
2902,CompTIA Security+ All-in-One Exam Guide Exam SY0-601 (Sixth Edition),Wm. Arthur Conklin,05-30-23,28
2903,The ChatGPT Millionaire,Neil Dagger,06-10-23,15
2904,"CompTIA A+ Certification All-in-One Exam Guide, Eleventh Edition (Exams 220-1101 & 220-1102)",Travis A. Everett,06-27-23,35
2905,Digital Minimalism,Cal Newport,02-05-19,15
2906,The AI Revolution in Medicine,Peter Lee,07-03-23,20
2907,Doom Guy,John Romero,07-18-23,40
2908,The Death of Expertise,Tom Nichols,05-23-17,27
2909,Failure Is Not an Option,Gene Kranz,08-29-11,38
2910,Designing Data-Intensive Applications,Martin Kleppmann,02-05-21,26
2911,The Optimist's Telescope,Bina Venkataraman,08-27-19,18
2912,"Social Engineering, Second Edition",Christopher Hadnagy,02-28-19,21
2913,The Common Rule,Justin Whitmel Earley,02-19-19,21
2914,Moon Shot,Alan Shepard,05-07-19,21
2915,How to Do Nothing,Jenny Odell,05-07-19,17
2916,Liminal Thinking,Dave Gray,03-07-17,17
2917,UX Research,Brad Nunnally,02-13-21,35
2918,The Art of Deception,Kevin Mitnick,07-10-20,21
2919,Algorithms to Live By,Brian Christian,04-19-16,23
2920,Open Workbook of Cryptology,Kyle Pitts Allen,04-11-23,15
2921,Psychology and Social Science Book,Travis Barrineau,06-02-23,15
2922,CompTIA Security+ All-in-One Exam Guide Exam SY0-601 (Sixth Edition),Wm. Arthur Conklin,05-30-23,28
2923,The ChatGPT Millionaire,Neil Dagger,06-10-23,15
2924,"CompTIA A+ Certification All-in-One Exam Guide, Eleventh Edition (Exams 220-1101 & 220-1102)",Travis A. Everett,06-27-23,35
2925,Digital Minimalism,Cal Newport,02-05-19,15
2926,The AI Revolution in Medicine,Peter Lee,07-03-23,20
2927,Doom Guy,John Romero,07-18-23,40
2928,The Death of Expertise,Tom Nichols,05-23-17,27
2929,Failure Is Not an Option,Gene Kranz,08-29-11,38
2930,Designing Data-Intensive Applications,Martin Kleppmann,02-05-21,26
2931,The Optimist's Telescope,Bina Venkataraman,08-27-19,18
2932,"Social Engineering, Second Edition",Christopher Hadnagy,02-28-19,21
2933,The Common Rule,Justin Whitmel Earley,02-19-19,21
2934,Moon Shot,Alan Shepard,05-07-19,21
2935,How to Do Nothing,Jenny Odell,05-07-19,17
2936,Liminal Thinking,Dave Gray,03-07-17,17
2937,UX Research,Brad Nunnally,02-13-21,35
2938,The Art of Deception,Kevin Mitnick,07-10-20,21
2939,Algorithms to Live By,Brian Christian,04-19-16,23
2940,Open Workbook of Cryptology,Kyle Pitts Allen,04-11-23,15
